make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement,cylinders,mileage,power,torque,fuel_tank,height,length,width,doors,seats,wheelbase,airbags,keyless_entry,start/stop,12Vpower,Aux,enginemalf_alarm,immobiliser,highspeed_alert,odometer,speedometer,tripmeter,price,cluster
Tata,Nano Genx,Tata Nano Genx,Xt,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,1,1,1,1,1,0,0.0,Digital,Analog,1,4097,2
Tata,Nano Genx,Tata Nano Genx,Xe,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,0,0,1,0,1,0,0.0,Digital,Analog,1,3310,2
Tata,Nano Genx,Tata Nano Genx,Xta,Hatchback,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,1,1,1,1,1,0,0.0,Digital,Analog,1,4686,2
Tata,Nano Genx,Tata Nano Genx,Xm,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,0,0,1,0,1,0,0.0,Digital,Analog,1,3811,2
Tata,Nano Genx,Tata Nano Genx,Xma,Hatchback,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,0,0,1,0,1,0,0.0,Digital,Analog,1,4407,2
Datsun,Redi-Go,Datsun Redi-Go,D,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,0,0,1,0,1,1,0.0,Digital,Analog,1,3915,2
Datsun,Redi-Go,Datsun Redi-Go,T,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,0,0,1,1,1,1,0.0,Digital,Analog,1,4925,2
Datsun,Redi-Go,Datsun Redi-Go,A,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,0,0,1,0,1,1,0.0,Digital,Analog,1,4667,2
Datsun,Redi-Go,Datsun Redi-Go,S,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,0,0,1,1,1,1,0.0,Digital,Analog,1,5068,2
Datsun,Redi-Go,Datsun Redi-Go,1.0 S,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,22.5,67.07,91,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,0,0,1,1,1,1,0.0,Digital,Analog,1,5460,2
Datsun,Redi-Go,Datsun Redi-Go,1.0 S Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,23.0,67.07,91,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,1,0,1,1,1,1,0.0,Digital,Analog,1,6118,2
Renault,Kwid,Renault Kwid,Rxe 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,0,0,0,0,1,1,0.0,Digital,Digital,1,4946,2
Renault,Kwid,Renault Kwid,Std 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2442.0,1,0,0,0,0,1,0,0.0,Digital,Digital,1,3966,2
Renault,Kwid,Renault Kwid,Rxl 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,0,0,1,1,1,1,0.0,Digital,Digital,1,5366,2
Renault,Kwid,Renault Kwid,Rxt 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1580.0,5,5,2422.0,1,0,0,1,1,1,1,0.0,Digital,Digital,1,5786,2
Renault,Kwid,Renault Kwid,Rxt 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,1,0,1,1,1,1,0.0,Digital,Digital,1,6066,2
Renault,Kwid,Renault Kwid,Climber 1.0 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,1,0,1,1,1,1,0.0,Digital,Digital,1,6362,2
Renault,Kwid,Renault Kwid,Rxt Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,1,0,1,1,1,1,0.0,Digital,Digital,1,6486,2
Renault,Kwid,Renault Kwid,Climber Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,1,0,1,1,1,1,0.0,Digital,Digital,1,6782,2
Renault,Kwid,Renault Kwid,Rxt (O) 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,1,0,1,1,1,1,0.0,Digital,Digital,1,6173,2
Renault,Kwid,Renault Kwid,Rxt (O) Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,1,0,1,1,1,1,0.0,Digital,Digital,1,6593,2
Renault,Kwid,Renault Kwid,Climber (O) Mt 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,1,0,1,1,1,1,0.0,Digital,Digital,1,6470,2
Renault,Kwid,Renault Kwid,Climber (O) Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,1,0,1,1,1,1,0.0,Digital,Digital,1,6890,2
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1196,4,15.0,72.0,101,40.0,1800.0,3675.0,1475.0,5,5,2350.0,1,0,0,0,0,1,0,1.0,Digital,Analog,1,4929,2
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,7 Str,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1196,4,15.0,72.99,101,40.0,1800.0,3675.0,1475.0,5,7,2350.0,1,0,0,0,0,1,0,1.0,Digital,Analog,1,5328,2
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str With Ac+Htr,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1196,4,15.0,72.0,101,40.0,1800.0,3675.0,1475.0,5,5,2350.0,0,0,0,0,0,1,0,0.0,Digital,Analog,1,5501,2
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,0,0,0,0,1,1,0.0,Digital,Analog,1,5286,2
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,0,0,1,0,1,1,0.0,Digital,Analog,1,5516,2
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,0,0,0,0,1,1,0.0,Digital,Analog,1,5051,2
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1460.0,3620.0,1475.0,5,5,2360.0,1,1,0,1,0,1,1,0.0,Digital,Analog,1,5701,2
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,0,0,1,0,1,1,0.0,Digital,Analog,1,6139,2
Datsun,Go,Datsun Go,D,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,5249,2
Datsun,Go,Datsun Go,T,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,6555,2
Datsun,Go,Datsun Go,T (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,7034,2
Datsun,Go,Datsun Go,A (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,6999,2
Datsun,Go,Datsun Go,A,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,6579,2
Datsun,Go,Datsun Go,T Vdc,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,7398,2
Datsun,Go,Datsun Go,T (O) Vdc,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,7742,2
Datsun,Go,Datsun Go,T Cvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,8322,2
Datsun,Go,Datsun Go,T (O) Cvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,0,0,1,1,1,1,0.0,Digital,Analog,1,8652,2
Maruti Suzuki,Celerio Tour,Maruti Suzuki Celerio Tour,H2,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,5914,2
Hyundai,Santro,Hyundai Santro,Era Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,0,0,1,0,1,1,0.0,Analog,Analog,1,6019,2
Hyundai,Santro,Hyundai Santro,Magna Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,1,0,1,0,1,1,0.0,Analog,Analog,1,7055,2
Hyundai,Santro,Hyundai Santro,Magna Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,0,0,1,1,1,1,0.0,Analog,Analog,1,7433,2
Hyundai,Santro,Hyundai Santro,Sportz Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,1,0,1,1,1,1,0.0,Analog,Analog,1,7181,2
Hyundai,Santro,Hyundai Santro,Sportz Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,1,0,1,1,1,1,0.0,Analog,Analog,1,7993,2
Hyundai,Santro,Hyundai Santro,Asta Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,2,1,0,1,1,1,1,0.0,Analog,Analog,1,7790,2
Tata,Tiago,Tata Tiago,Revotron Xe,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3765.0,1677.0,5,5,2400.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,6440,2
Tata,Tiago,Tata Tiago,Revotron Xt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7280,2
Tata,Tiago,Tata Tiago,Revotron Xz,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7980,2
Tata,Tiago,Tata Tiago,Revotron Xz Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8386,2
Tata,Tiago,Tata Tiago,Revotron Xz Plus Dual Tone,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8540,2
Tata,Tiago,Tata Tiago,Revotron Xza,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,1.0,Digital,Analog,0,8680,2
Tata,Tiago,Tata Tiago,Revotron Xza Plus,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,1.0,Digital,Analog,0,9086,2
Tata,Tiago,Tata Tiago,Revotron Xza Plus Dual Tone,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,1,0,1,1,1,1,1.0,Digital,Analog,0,9240,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,6735,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,0,0,0,0,1,1,0.0,Digital,Analog,1,6652,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,0,0,0,0,1,1,0.0,Digital,Analog,1,7254,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,7337,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,1,0,0,1,1,1,0.0,Digital,Analog,1,6996,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,1,0,0,1,1,1,0.0,Digital,Analog,1,7564,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,1,0,0,1,1,1,0.0,Digital,Analog,1,7598,2
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,1,0,0,1,1,1,0.0,Digital,Analog,1,7732,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,1,1,1,1,1,0.0,Analog,Analog,1,9994,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,1,1,1,1,1,0.0,Analog,Analog,1,9336,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8509,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7851,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Sigma 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,0,0,1,0,1,1,0.0,Analog,Analog,1,6766,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,1,1,1,1,1,0.0,Analog,Analog,1,8824,2
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,1,1,1,1,1,1,0.0,Analog,Analog,1,8166,2
Renault,Triber,Renault Triber,Rxe,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,0,0,1,1,1,1,1.0,Digital,"Analog, Digital",1,6930,2
Renault,Triber,Renault Triber,Rxl,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,1,0,1,1,1,1,1.0,Digital,"Analog, Digital",1,7826,2
Renault,Triber,Renault Triber,Rxt,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,1,0,1,1,1,1,1.0,Digital,"Digital, Analog",1,8526,2
Renault,Triber,Renault Triber,Rxz,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,4,1,1,1,1,1,1,1.0,Digital,"Analog, Digital",1,9282,2
Premier,Rio,Premier Rio,Gx,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1173,4,16.0,74.96,103,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,1,0,0,0,1,0,0.0,Digital,Analog,1,7084,2
Premier,Rio,Premier Rio,Ex,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,0,0,0,0,0,0,0.0,Analog,Analog,0,7960,2
Premier,Rio,Premier Rio,Glx,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1173,4,16.0,74.96,103,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,1,0,0,0,1,0,0.0,Digital,Analog,1,9380,2
Premier,Rio,Premier Rio,Dx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,1,0,0,0,1,0,0.0,Digital,Analog,0,8442,2
Premier,Rio,Premier Rio,Lx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,1,0,1,0,1,0,0.0,Digital,Analog,0,10346,2
Premier,Rio,Premier Rio,Crdi4,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.7,71.02,183,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,1,0,0,0,1,0,0.0,Digital,Analog,1,10346,2
Toyota,Etios Liva,Toyota Etios Liva,G,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,0,1,1,0.0,Digital,Analog,1,7284,2
Toyota,Etios Liva,Toyota Etios Liva,V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8134,2
Toyota,Etios Liva,Toyota Etios Liva,Gd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,0,1,1,0.0,Digital,Analog,1,9069,2
Toyota,Etios Liva,Toyota Etios Liva,Vx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8820,2
Toyota,Etios Liva,Toyota Etios Liva,Vxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,10430,2
Toyota,Etios Liva,Toyota Etios Liva,Vd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,9856,2
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8367,2
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,10089,2
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8983,2
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,10593,2
Toyota,Etios Liva,Toyota Etios Liva,Gx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,7817,2
Toyota,Etios Liva,Toyota Etios Liva,Gxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,0,1,1,0.0,Digital,Analog,1,9604,2
Toyota,Etios Liva,Toyota Etios Liva,Vx Dual Tone Limited Edition,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,9277,2
Toyota,Etios Liva,Toyota Etios Liva,Vxd Dual Tone Limited Edition,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,10887,2
Nissan,Micra Active,Nissan Micra Active,Xl,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,0,0,1,0,1,1,0.0,Digital,Analog,1,7350,2
Nissan,Micra Active,Nissan Micra Active,Xv,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,19.49,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,8399,2
Nissan,Micra Active,Nissan Micra Active,Xl (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7883,2
Tata,Bolt,Tata Bolt,Xt Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,11031,2
Tata,Bolt,Tata Bolt,Xe Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,9255,2
Tata,Bolt,Tata Bolt,Xm Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,0,0,1,1,1,1,0.0,Digital,Analog,1,9713,2
