make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement,cylinders,mileage,power,torque,fuel_tank,height,length,width,doors,seats,wheelbase,airbags,keyless_entry,start/stop,12Vpower,Aux,enginemalf_alarm,immobiliser,highspeed_alert,odometer,speedometer,tripmeter,price,cluster
Mini,Clubman,Mini Clubman,Cooper S,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1998,4,13.8,189.37,280,48.0,1441.0,4253.0,1801.0,4,5,2670.0,2,1,1,1,1,1,1,0.0,Digital,Analog,1,57680,7
Mini,John Cooper Works,Mini John Cooper Works,Hatch,"Sports, Hatchback",Petrol,Injection,Automatic,FWD (Front Wheel Drive),1998,4,16.47,227.84,320,44.0,1414.0,3874.0,1727.0,3,2,2495.0,2,1,1,1,1,1,1,1.0,Digital,Digital,1,60900,7
Jaguar,Xe,Jaguar Xe,S Petrol,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,4,11.0,246.58,365,61.0,1416.0,4691.0,1850.0,4,5,2835.0,6,1,1,1,1,1,1,1.0,Digital,Analog,1,62972,7
Jaguar,Xe,Jaguar Xe,S Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,11.0,177.54,430,56.0,1416.0,4691.0,1850.0,4,4,2835.0,6,1,1,1,1,1,1,1.0,Digital,Analog,1,62972,7
Jaguar,Xe,Jaguar Xe,Se Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,11.0,177.54,430,56.0,1416.0,4691.0,1850.0,4,4,2835.0,6,1,1,1,1,1,1,1.0,Digital,Analog,1,64862,7
Jaguar,Xe,Jaguar Xe,Se Petrol,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,4,11.0,246.58,365,61.0,1416.0,4691.0,1850.0,4,5,2835.0,6,1,1,1,1,1,1,1.0,Digital,Analog,1,64862,7
Jaguar,Xf,Jaguar Xf,2.0 Prestige,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,74.0,1460.0,4961.0,2091.0,4,5,2960.0,6,0,1,1,1,1,1,0.0,Analog,Analog,1,76108,5
Jaguar,Xf,Jaguar Xf,2.0 Portfolio,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,82.0,1457.0,5252.0,1899.0,4,5,3157.0,6,1,1,1,1,1,1,0.0,Analog,Analog,1,85028,5
Jaguar,Xf,Jaguar Xf,2.0 Portfolio Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,83.0,1457.0,5252.0,1899.0,4,5,3157.0,6,1,1,1,1,1,1,0.0,Analog,Analog,1,85943,5
Jaguar,Xf,Jaguar Xf,2.0 Prestige Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66.0,1457.0,5067.0,2091.0,4,5,2960.0,6,0,1,0,1,1,1,0.0,Analog,Analog,1,77092,5
Jaguar,Xf,Jaguar Xf,2.0 Pure Diesel,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66.0,1457.0,5067.0,2091.0,4,5,2960.0,6,0,1,1,1,1,1,0.0,Analog,Analog,1,69679,7
Audi,A3 Cabriolet,Audi A3 Cabriolet,40 Tfsi,Convertible,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1395,4,19.2,145.98,250,50.0,1409.0,4421.0,1793.0,2,4,2595.0,7,1,1,1,1,1,1,0.0,Digital,Analog,1,70532,7
Audi,A6,Audi A6,Premium Plus 45 Tfsi,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73.0,1455.0,4933.0,1874.0,4,5,2912.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,76190,5
Audi,A6,Audi A6,Technology 45 Tfsi,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73.0,1455.0,4933.0,1874.0,4,5,2912.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,83190,5
Bmw,X3,Bmw X3,Xdrive 20D Luxury Line,SUV,Diesel,Injection,Automatic,4WD,1995,4,18.56,187.4,400,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,83020,5
Bmw,X3,Bmw X3,Xdrive 30I Luxury Line,SUV,Petrol,Injection,Automatic,4WD,1998,4,18.56,244.61,350,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,82320,5
Bmw,X3,Bmw X3,Xdrive20D Xline,SUV,Diesel,Injection,Automatic,4WD,1995,4,18.56,187.4,400,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,78400,5
Audi,S5,Audi S5,Sportback,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),2995,6,13.57,328.44,500,58.0,1384.0,4718.0,1843.0,4,5,2811.0,10,1,1,1,1,1,1,0.0,Digital,Analog,1,101402,5
Ford,Mustang,Ford Mustang,Fastback V8,"Sedan, Coupe",Petrol,Injection,Automatic,RWD (Rear Wheel Drive),4951,8,13.0,395.51,515,60.9,1391.0,4784.0,2080.0,3,4,2720.0,8,1,1,1,1,1,1,0.0,Digital,Analog,1,104468,5
Jeep,Grand Cherokee,Jeep Grand Cherokee,Limited,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,110360,5
Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,125045,5
Jeep,Grand Cherokee,Jeep Grand Cherokee,Srt,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),6417,8,12.8,461.6,624,93.5,1749.0,4846.0,1954.0,5,5,2915.0,7,1,1,1,1,1,1,1.0,Digital,Analog,1,159600,8
Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit Petrol,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3604,6,8.61,282.09,347,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,105210,5
Bmw,M2 Competition,Bmw M2 Competition,Coupe,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2979,6,10.0,404.39,550,52.0,1410.0,4461.0,1854.0,2,4,2693.0,10,1,1,1,1,1,1,0.0,Digital,Analog,1,114520,5
Porsche,718,Porsche 718,Boxster,Convertible,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54.0,1281.0,4379.0,1801.0,2,2,2475.0,4,1,1,1,1,1,1,0.0,Analog,Analog,1,125930,5
Porsche,718,Porsche 718,Cayman,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54.0,1281.0,4379.0,1801.0,2,2,2475.0,4,1,1,1,1,1,1,0.0,Digital,Analog,1,120330,5
Toyota,Land Cruiser Prado,Toyota Land Cruiser Prado,Vx L,SUV,Diesel,Injection,Automatic,4WD,2982,4,11.13,170.63,410,87.0,1880.0,4840.0,1885.0,5,7,2790.0,7,1,1,1,1,1,1,0.0,Digital,Analog,1,134820,5
Lexus,Rx 450H,Lexus Rx 450H,450Hl Luxury,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3456,6,18.0,258.42,335,65.0,1700.0,5000.0,1895.0,4,5,2790.0,10,1,1,1,1,1,1,1.0,Digital,Analog,1,138600,5
Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,1,1,1,1,1,1,1.0,Digital,"Analog, Digital",1,172060,8
Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence Signature,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,184800,8
Bmw,7-Series,Bmw 7-Series,730Ld M Sport,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,189140,8
Bmw,7-Series,Bmw 7-Series,740Li Design Pure Excellence Signature,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),2998,6,11.86,335.35,450,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,189140,8
Bmw,7-Series,Bmw 7-Series,M760Li Xdrive,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),6592,12,7.96,600.67,850,78.0,1481.0,5219.0,2142.0,4,4,3110.0,8,1,1,1,1,1,1,1.0,Digital,Analog,1,339500,4
Maserati,Levante,Maserati Levante,Diesel,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2987,6,7.9,271.24,600,80.0,1679.0,5003.0,2158.0,4,4,3004.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,203168,8
Maserati,Levante,Maserati Levante,Gransport,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2979,6,7.9,345.21,500,80.0,1679.0,5003.0,2158.0,5,4,3004.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,208092,8
Maserati,Levante,Maserati Levante,Granlusson,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2979,6,7.9,424.12,580,80.0,1679.0,5003.0,2158.0,5,4,3004.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,215367,8
Maserati,Granturismo,Maserati Granturismo,Sport,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),4691,8,10.0,453.71,520,86.0,1353.0,4881.0,1915.0,2,4,2942.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,241214,4
Maserati,Quattroporte,Maserati Quattroporte,Granlusso,Sports,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2987,6,7.9,271.24,600,70.0,1481.0,5262.0,1948.0,4,4,3171.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,250600,4
Porsche,Panamera,Porsche Panamera,Turbo,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1427.0,5049.0,1937.0,4,4,2950.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,297682,4
Porsche,Panamera,Porsche Panamera,Turbo Executive,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1432.0,5199.0,1937.0,4,4,3100.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,316582,4
Porsche,Panamera,Porsche Panamera,Turbo Sport Turismo,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1432.0,5049.0,1937.0,4,4,2950.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,304458,4
Audi,R8,Audi R8,V10 Plus,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,6.71,601.66,560,75.0,1252.0,4440.0,2029.0,2,2,2650.0,8,1,1,1,1,0,1,0.0,Digital,Analog,1,381430,3
Lamborghini,Urus,Lamborghini Urus,V8,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,8,7.8,641.11,850,75.0,1638.0,5112.0,2181.0,5,5,3003.0,8,1,1,1,1,1,1,0.0,Yes,Digital,1,420000,3
Bentley,Continental Gt,Bentley Continental Gt,Coupe,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5998,12,8.6,581.93,720,90.0,1401.0,4807.0,2226.0,2,4,2746.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,473074,3
Ferrari,Portofino,Ferrari Portofino,V8 Convertible,Convertible,Petrol,Injection,Automatic,AWD (All Wheel Drive),3855,8,9.0,552.34,755,92.0,1320.0,4569.0,1910.0,2,2,2669.0,4,1,1,1,1,1,1,0.0,Digital,Analog,1,490000,6
Bentley,Bentayga,Bentley Bentayga,W12,SUV,Petrol,PGM - Fi,Automatic,AWD (All Wheel Drive),5950,12,19.0,599.68,900,85.0,1742.0,5141.0,1998.0,5,5,2992.0,6,1,1,1,1,1,1,0.0,Digital,Digital,1,643181,1
Bentley,Bentayga,Bentley Bentayga,V8,SUV,Petrol,PGM - Fi,Automatic,AWD (All Wheel Drive),3996,12,8.77,542.48,770,85.0,1742.0,5140.0,1998.0,5,5,2995.0,6,1,1,1,1,1,1,0.0,Digital,Digital,1,525588,6
Ferrari,458 Speciale,Ferrari 458 Speciale,Coupe,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),4497,8,9.0,596.72,540,86.0,1203.0,4571.0,1951.0,2,2,2650.0,5,1,1,1,1,1,1,0.0,Digital,Analog,1,595441,6
Bentley,Mulsanne,Bentley Mulsanne,Sedan,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),6752,8,9.5,505.0,1020,90.0,1521.0,5575.0,2208.0,4,4,3266.0,6,1,1,1,1,1,1,0.0,Digital,Analog,1,735998,1
Maruti Suzuki,Alto,Maruti Suzuki Alto,Std,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,4127,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Std (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,0,0,0,0,1,1,1.0,Digital,Analog,1,4198,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,46.36,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,4940,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,1,0,0,0,0,1,1,1.0,Digital,Analog,1,5000,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,1,0,1,1,1,1,1.0,Digital,Analog,1,5265,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi Cng (Cng +,Hatchback,CNG + Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,46.36,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,5677,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi (O) Cng (Cng +,Hatchback,CNG + Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,1,0,0,0,0,1,1,1.0,Digital,Analog,1,5728,2
Maruti Suzuki,Alto,Maruti Suzuki Alto,Vxi Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,1,0,1,1,1,1,1.0,Digital,Analog,1,5454,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Std,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,0,0,0,0,0,1,1.0,Digital,Analog,1,5187,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Std (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,0,0,0,0,0,1,1.0,Digital,Analog,1,5271,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Lxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,0,0,0,0,0,1,1.0,Digital,Analog,1,5726,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Lxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,0,0,0,0,0,1,1.0,Digital,Analog,1,5810,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,1,0,0,0,0,1,1.0,Digital,Analog,1,6055,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,1,0,0,0,0,1,1.0,Digital,Analog,1,6139,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi Ags,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,1,0,0,0,0,1,1.0,Digital,Analog,1,6657,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi+,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,1,0,1,1,0,1,1.0,Digital,Analog,1,6384,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi (O) Ags,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,1,0,0,0,0,1,1.0,Digital,Analog,1,6741,2
Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi+ Ags,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,1,0,1,1,1,1,1.0,Digital,Digital,1,6986,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Lxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,5968,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,6511,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi At,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,0,0,0,0,1,1,0.0,Digital,Analog,1,7113,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,1,0,0,1,1,1,0.0,Digital,Analog,1,6872,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi (Opt),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7437,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi Ags,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,1,0,0,1,1,1,0.0,Digital,Analog,1,7474,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Lxi Mt (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,6085,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi (O) Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,6611,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi (O) Ags,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,0,0,0,0,1,1,0.0,Digital,Analog,1,7213,2
Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi (O) Ags,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,1,0,1,1,1,1,0.0,Digital,Analog,1,7605,2
Hyundai,Grand I10 Prime,Hyundai Grand I10 Prime,Era T Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43.0,1520.0,3765.0,1660.0,5,5,2425.0,1,0,0,1,0,1,1,0.0,Analog,Analog,1,6445,2
Hyundai,Grand I10 Prime,Hyundai Grand I10 Prime,Era T+ Vtvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43.0,1520.0,3765.0,1660.0,5,5,2425.0,1,0,0,1,0,1,1,0.0,Analog,Analog,1,6685,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 6Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,0,0,1,0,1,1,0.0,Digital,"Analog, Digital",1,6834,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2+ 6Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,0,0,1,0,1,1,0.0,Digital,"Analog, Digital",1,7450,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 D 6Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,0,0,1,0,1,1,0.0,Digital,Yes,1,8271,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2+ D 6Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,0,0,1,0,1,1,0.0,Digital,"Digital, Analog",1,8669,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ D 6Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,0,0,1,0,1,1,0.0,Digital,Yes,1,9341,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ 6Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,0,0,1,0,1,1,0.0,Digital,"Analog, Digital",1,8115,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ 6Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,8836,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ D 6Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,10563,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 6Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,9709,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 6Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,"Analog, Digital",1,11022,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 6 Str Dual Tone,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,9814,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 6 Str Dual Tone,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,1,0,1,1,1,1,0.0,Digital,"Analog, Digital",1,11127,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ 5Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,0,0,1,0,1,1,0.0,Digital,"Analog, Digital",1,8025,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ 5Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,8836,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 5Str,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,9620,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ D 5Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,0,0,1,0,1,1,0.0,Digital,Yes,1,9251,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ D 5Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,1,0,1,1,1,1,0.0,Digital,Yes,1,10473,2
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 5Str,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,1,0,1,1,1,1,0.0,Digital,"Analog, Digital",1,10932,2
